Mental Status,Study Hours per Week,Attendance Rate,Gender,Previous Physics average,Previous Chemistry average,Previous Mathematics  average,Extracurricular Activities,Family Support,failures,famrel,freetime,goout,Dalc,Walc,absences,guardian,schoolsup,paidClass,Parent Education Level
Moderate,15.4,80.2,Male,60.04,78.05,84.8,No,Minimal Support,0,5.25,5,2,1,6,6,father,yes,no,None
Moderate,10.3,77.2,Male,41.72,50.24,95.1,nan,Minimal Support,0,4.52,3,3,1,3,5,father,yes,no,None
Moderate,4.6,95.9,Female,67.78,44.9,55.8,No,Minimal Support,1,4.96,3,2,1,3,2,mother,yes,no,High school
Severe,6.4,72.9,Female,56.23,52.68,67,Yes,None,0,4.26,2,4,0,3,4,mother,yes,yes,High school
Moderate,,91,Female,79.82,88.9,69.1,Yes,Strong Support,1,4.56,4,2,1,2,9,other,yes,no,NVQ qualified
Moderate,,68.7,Female,34.24,30.23,43.7,No,Strong Support,1,2.13,2,3,3,2,6,mother,yes,no,Master
Moderate,11.1,114.3,Female,67.35,55.85,42.9,Yes,Moderate Support,1,5.71,2,3,2,1,4,mother,yes,no,None
Moderate,10.2,66.3,Female,63.57,62.89,69.9,Yes,None,1,5.88,4,3,2,3,1,mother,yes,yes,NVQ qualified
Severe,6.7,61.3,Male,32.13,31.07,59.4,Yes,None,-1,3.68,4,1,1,0,5,father,yes,no,Degree
Severe,20.7,73,Female,55.31,37.56,44,Yes,Minimal Support,1,6.43,2,3,4,6,2,mother,yes,yes,NVQ qualified
Severe,13.2,60.4,Female,70.15,68.42,,Yes,None,1,4.51,3,3,1,1,6,mother,yes,no,None
Normal,-0.1,50,Male,70.42,75.68,65.9,No,None,0,3.38,5,3,2,3,7,mother,yes,no,None
Severe,10.9,89.6,Male,48,57.91,65.2,Yes,Minimal Support,0,4.3,2,4,1,2,1,mother,yes,no,High school
Severe,6.7,13.7,Male,71.74,70.36,48.6,nan,None,0,4.06,4,2,3,3,1,father,yes,no,Diploma level
Mild,14.3,60.6,Female,61.59,44.63,39.4,Yes,None,1,2.74,2,2,3,3,2,mother,yes,no,Diploma level
Mild,6,48.2,Male,55.74,68.25,56,No,None,0,3.56,3,2,2,2,9,mother,yes,no,NVQ qualified
Normal,9.4,77.8,Female,74.83,89.43,65.7,Yes,Minimal Support,0,3.07,4,4,2,2,6,mother,yes,yes,Degree
Mild,12.5,31.2,Male,68.32,64.07,54.4,No,None,0,3.1,4,4,2,3,8,mother,yes,no,NVQ qualified
Severe,14.3,86,Male,67.34,94.36,48.5,No,Minimal Support,0,3.76,3,1,1,2,1,father,yes,no,High school
Mild,4,,Male,41.33,55.71,59.4,Yes,Strong Support,1,4.48,3,4,3,3,5,mother,yes,yes,NVQ qualified
Normal,8.3,42.3,Male,35.03,56.85,65.5,No,None,1,5.27,4,4,0,2,7,mother,yes,yes,Diploma level
Mild,7.6,78.8,Male,75.45,67.89,86.2,nan,Minimal Support,1,4.62,2,5,1,3,11,father,yes,yes,Master
Mild,6.7,85.3,Female,48.62,30.71,67.3,No,Minimal Support,0,3.03,4,2,2,3,7,mother,yes,no,Diploma level
Severe,18.8,93.8,Male,43.86,44.74,43,No,Minimal Support,1,2.79,4,3,2,3,2,mother,yes,no,Master
Mild,12,45.6,Female,53.09,60.36,34.7,No,None,0,2.71,3,3,2,3,7,mother,no,no,High school
Moderate,3.7,42.8,Female,62.52,38.81,28.2,No,None,-1,4.07,2,2,1,4,6,mother,yes,no,None
Severe,14.6,105.1,Female,78.36,69.56,70.1,No,Moderate Support,1,3.64,2,1,2,5,3,father,yes,no,Master
Mild,20.6,58.6,Female,87.39,78.55,49.2,Yes,Minimal Support,0,3.77,2,4,0,2,4,mother,yes,no,None
Severe,15.2,64.5,Female,58.33,69.16,72.5,No,None,0,3.62,4,1,3,3,9,mother,yes,no,NVQ qualified
Moderate,2.4,,Female,46.72,59.99,,Yes,Strong Support,1,2.62,4,3,2,3,8,mother,yes,no,Diploma level
Mild,7.6,51.6,Male,71.64,60.83,73.9,Yes,None,1,5.27,3,5,2,3,3,father,yes,no,Master
Severe,16.3,69.7,Female,39.63,32.57,61.6,No,Minimal Support,0,3.04,4,4,1,0,7,mother,yes,no,NVQ qualified
Severe,6.5,92.8,Female,52.26,47,92.7,Yes,Minimal Support,1,4.97,3,2,2,2,8,father,yes,no,Degree
Severe,12.2,46.6,Female,63.56,42,58.1,No,None,0,4.03,2,5,-1,5,4,other,no,no,None
Mild,13.9,65,Female,34.58,33.81,51.5,Yes,None,-1,5.22,3,2,1,3,1,mother,yes,no,Master
Normal,5.4,52.5,Male,79.78,58.15,70,Yes,None,0,2.22,3,4,2,1,5,mother,yes,yes,None
Severe,9.7,59.5,Female,64.38,70.13,76.6,No,None,0,3.12,3,4,2,4,8,mother,yes,no,NVQ qualified
Moderate,-6.2,98.7,Female,49.71,59.5,26.2,Yes,Minimal Support,1,3.29,2,6,2,2,4,other,yes,no,Master
Moderate,4.9,103.1,Male,38.2,42.16,81.7,Yes,Minimal Support,0,1.56,2,3,2,6,6,mother,yes,no,Diploma level
Moderate,8.7,80.2,Male,53.31,60,40.6,No,Minimal Support,0,3.15,3,4,2,4,2,mother,yes,yes,NVQ qualified
Moderate,3.8,85.6,Male,70.38,75.13,34.2,Yes,Minimal Support,0,4.08,0,3,1,2,6,mother,no,yes,Diploma level
Mild,18.2,85.1,Male,69.91,52.66,59.8,No,Minimal Support,0,4.31,4,5,0,1,9,mother,no,no,Diploma level
Moderate,2.8,61.6,Female,71.06,79.84,49.1,nan,None,1,4.28,2,3,1,2,9,mother,yes,no,Diploma level
Severe,7.8,79.8,Female,53.1,38.22,71.2,Yes,Minimal Support,0,5.32,3,2,2,4,9,mother,yes,no,NVQ qualified
Severe,10.7,49.1,Male,62.44,58.02,70.3,Yes,None,-1,2.89,4,2,3,0,0,mother,yes,no,High school
Severe,17.2,55.8,Female,57.68,58.12,69.6,Yes,None,0,4.55,4,2,0,3,6,mother,yes,no,Degree
Moderate,2.8,73.3,Male,76.85,66.53,83.4,Yes,None,0,5.23,4,4,1,3,6,mother,yes,no,NVQ qualified
Severe,15.8,53.8,Female,49.93,54.5,60.3,nan,None,0,4.78,5,2,0,1,2,mother,yes,no,Diploma level
Severe,10.1,49.5,Female,51.87,52.19,70.5,Yes,None,0,3.99,3,3,0,4,5,mother,no,yes,Master
Mild,,60.8,Male,79.84,55.62,40,Yes,Strong Support,1,2.26,2,4,2,2,7,father,yes,no,NVQ qualified
Severe,12.3,97.9,Male,40.95,49.39,79.4,No,Minimal Support,0,3.9,4,3,1,4,2,father,yes,yes,Degree
Mild,11,106.1,Female,42.84,56.51,57.5,nan,Minimal Support,1,4.68,3,3,2,-1,6,mother,yes,no,NVQ qualified
Mild,7,74.3,Male,89.09,95.65,60.7,Yes,None,2,4.3,3,3,-1,0,6,father,yes,yes,None
Severe,10.3,86.6,Male,32.5,38.67,59.9,No,Minimal Support,1,4.6,4,2,1,1,10,mother,yes,no,High school
Mild,8.1,63.7,Female,73.43,76.92,63.5,Yes,None,0,4.94,3,4,3,2,0,father,yes,no,None
Normal,10.6,33.7,Male,32.9,32.26,59.5,No,None,1,4.95,3,4,2,2,2,father,no,no,None
Normal,13.3,57.1,Male,35.38,37.21,32.5,Yes,None,0,3.43,3,2,2,2,9,other,yes,no,NVQ qualified
Mild,17.9,,Male,36.81,38.88,83.6,No,Strong Support,-1,4.21,3,3,1,-1,3,mother,yes,no,Degree
Severe,3.8,77.8,Female,79.44,69.08,55.2,No,None,1,3.98,5,2,3,2,3,father,yes,yes,Degree
Mild,20.7,73,Male,74.91,92.99,59.4,Yes,Minimal Support,0,5.53,4,0,3,3,10,father,yes,yes,Diploma level
Severe,0.2,69.4,Female,49.58,63.49,62.1,No,None,-2,4.26,3,3,1,1,5,father,yes,no,None
Moderate,9.2,63.5,Female,40.05,53.84,72.9,nan,None,0,3.04,5,4,0,3,2,mother,yes,no,High school
Mild,12.9,81.9,Male,35.1,39.28,57.6,No,Minimal Support,0,3.82,2,3,2,1,3,mother,no,no,None
Mild,11.4,47.7,Male,88.86,71.75,81,No,None,1,4.32,3,2,2,3,0,mother,yes,yes,None
Normal,6.9,91,Female,64.75,69.57,93.1,Yes,Minimal Support,1,3.39,2,4,0,1,8,mother,yes,yes,Degree
Severe,9,63.3,Male,51.39,31.78,89.5,No,None,0,3.51,4,2,1,2,8,mother,yes,no,Master
Normal,7.5,116.3,Female,49.26,45.76,68.8,Yes,Moderate Support,0,4.97,4,3,1,1,0,mother,yes,no,Master
Moderate,7.1,68.7,Female,79.04,77.1,56.4,Yes,None,0,4.18,3,3,2,2,9,mother,yes,yes,Diploma level
Moderate,14.2,65.4,Male,65.26,61.1,56,Yes,None,0,4.52,4,3,1,3,2,father,yes,no,Degree
Mild,11.8,63.7,Female,62.95,51.39,59.5,No,None,0,4.1,4,4,0,2,4,mother,yes,no,NVQ qualified
Severe,6.5,65.6,Female,59.16,55.37,52.2,Yes,None,1,4.54,3,2,3,3,7,father,yes,no,NVQ qualified
Normal,14.5,87.1,Female,56,78.73,71.2,No,Minimal Support,0,2.91,4,6,3,4,0,mother,yes,yes,Diploma level
Normal,11.5,74.2,Male,65.1,53.19,,No,Minimal Support,1,3.81,2,4,1,2,7,father,yes,no,Master
Severe,14.1,94.7,Female,69.64,67.83,64.8,Yes,Minimal Support,1,3.14,3,4,0,1,1,father,yes,no,None
Moderate,13.1,84.3,Female,66.71,66.93,60.4,Yes,Minimal Support,1,3.55,3,3,2,3,4,mother,yes,yes,Diploma level
Moderate,5.9,75.6,Female,57.28,56.67,,No,None,-1,3.39,3,3,1,0,13,mother,yes,no,Master
Normal,7.2,82.5,Female,53.12,89.04,68.8,Yes,Minimal Support,0,3.32,2,3,2,3,7,mother,yes,yes,None
Mild,13.7,98.9,Male,43.39,34.52,59.7,Yes,Minimal Support,1,5.52,5,4,4,4,6,mother,yes,no,Degree
Normal,13.1,88.1,Male,62.87,32.67,62.8,nan,Minimal Support,0,4.21,4,3,2,2,7,mother,yes,yes,Degree
Moderate,9.9,80.6,Female,32.97,36.14,62.8,No,Minimal Support,0,3.24,4,5,1,3,3,father,yes,no,NVQ qualified
Severe,10.6,83.5,Male,44.65,48.3,75.1,Yes,Minimal Support,0,5.07,2,3,1,2,4,mother,yes,no,None
Mild,16.4,51.9,Female,57.22,42.9,53.3,No,None,0,3.53,4,2,1,0,6,father,yes,no,High school
Normal,7,126.4,Male,61.05,65.25,58,Yes,Moderate Support,-1,3.66,3,3,3,1,9,mother,no,no,NVQ qualified
Normal,12.7,85.6,Female,59.07,73.21,36.5,No,Minimal Support,0,4.06,0,4,3,1,3,other,yes,no,Master
Severe,9,87.6,Female,63.03,74.38,48.9,Yes,Minimal Support,-1,4.88,4,5,2,2,4,mother,yes,no,None
Normal,8.9,,Female,58.1,51.45,61.5,Yes,Strong Support,1,2.45,4,1,2,3,7,other,yes,yes,NVQ qualified
Severe,15.5,29,Female,66.4,57.72,58.4,No,None,0,5.35,2,2,3,2,15,mother,yes,no,Master
Normal,14.1,69.7,Male,53.01,57.79,35.6,No,Minimal Support,0,2.22,4,3,1,2,13,father,yes,no,Diploma level
Moderate,14.1,76.5,Female,36.66,56.68,72.9,Yes,Minimal Support,-1,4.48,2,3,1,2,6,mother,yes,no,None
Normal,16.5,58.5,Female,43.03,77.51,51.8,Yes,None,0,2.55,4,3,2,5,8,mother,yes,no,NVQ qualified
Mild,10.1,,Female,55.36,47.59,40.7,Yes,Strong Support,1,3.29,3,2,2,2,2,mother,yes,yes,Diploma level
Moderate,13.4,68.2,Male,58.35,54.18,70.5,No,Minimal Support,0,3.14,5,3,2,3,3,mother,yes,no,Degree
Moderate,8.4,90.4,Male,61.25,57.78,77.5,No,Minimal Support,1,4.46,3,2,2,4,6,mother,yes,no,NVQ qualified
Moderate,11.6,100.1,Male,76.62,64.71,200,Yes,Minimal Support,1,4.22,4,4,2,0,2,mother,yes,no,NVQ qualified
Moderate,9.3,78.4,Female,73.6,59.06,75.2,Yes,Minimal Support,0,3.23,2,3,2,3,5,mother,yes,no,NVQ qualified
Mild,10.5,63.7,Female,57.87,55.88,61.8,Yes,None,0,3.85,4,2,2,0,8,other,yes,yes,NVQ qualified
Normal,13,67.8,Male,68.36,66.4,61.2,nan,None,0,4.77,2,1,0,1,12,mother,yes,no,NVQ qualified
Moderate,5.9,77,Male,67.37,53.41,48.2,Yes,None,0,4.11,3,1,0,1,8,mother,yes,no,Master
Severe,20.5,79.4,Female,43.75,45.86,62.7,Yes,Minimal Support,0,2.98,3,5,0,2,7,mother,yes,no,Degree
Normal,,83.7,Female,59.15,40.49,63.6,No,Strong Support,-1,4.69,4,3,2,4,3,father,no,no,NVQ qualified
Normal,3.9,66.2,Male,71.51,69.31,98.8,Yes,None,-2,2.75,2,3,2,2,8,mother,yes,no,NVQ qualified
Severe,15.8,85.6,Female,54.9,74.25,72.8,No,Minimal Support,0,3.33,3,3,2,2,2,mother,yes,no,High school
Mild,14,84,Male,47.62,53.22,,No,Minimal Support,0,4.75,4,3,1,4,2,father,yes,no,Master
Normal,13.1,67.1,Female,52.77,50.84,82.7,Yes,None,0,4.06,3,4,1,3,7,father,yes,no,Degree
Mild,13.1,40.6,Male,49.65,73.75,78.3,Yes,None,0,4.98,4,4,1,1,3,mother,yes,no,None
Moderate,9.9,57.3,Female,62.15,77.85,43.2,No,None,0,4.3,3,2,1,2,3,mother,no,no,Degree
Moderate,5.5,106.4,Male,45.76,69.65,74.9,Yes,Minimal Support,0,3.36,4,3,0,5,1,other,yes,no,Diploma level
Normal,10.4,41.1,Male,46.97,52.86,66.5,Yes,None,1,3.89,3,4,1,3,4,other,no,no,Master
Moderate,6.6,101.4,Male,84.94,70.73,54.5,No,Minimal Support,0,3.33,4,4,3,1,12,father,no,no,High school
Mild,14.9,40.4,Male,80.82,76.81,49.5,No,None,1,3.26,4,2,3,3,7,father,yes,no,Master
Severe,9.3,59.5,Female,55.73,54.28,62.8,Yes,None,0,5.37,2,3,0,1,3,mother,no,no,High school
Severe,5.9,67.5,Male,64.57,44.43,64.8,Yes,None,0,4.51,3,2,2,0,1,father,yes,no,High school
Severe,8.4,110.6,Female,63.29,53.28,82.2,Yes,Minimal Support,0,3.38,0,5,3,1,3,other,yes,no,Master
Moderate,12.1,75.5,Female,55.66,59.5,31.2,Yes,Minimal Support,1,4.36,3,2,2,3,0,father,no,no,Master
Normal,7.2,70.7,Male,48.25,32.78,46.1,Yes,None,-1,4.36,3,2,2,3,10,mother,yes,no,High school
Mild,5.9,56.3,Male,46.04,40.55,67.9,No,None,0,4.53,4,3,2,0,3,mother,yes,no,Degree
Moderate,11.2,85.4,Male,52.64,66.85,62.9,No,Minimal Support,0,4.35,4,4,1,1,4,father,yes,no,High school
Moderate,11.2,64.7,Male,59.53,49.47,66.7,nan,None,0,4.88,4,3,3,3,3,mother,yes,no,Degree
Normal,7.5,70.4,Male,60.38,60.92,58.1,Yes,None,-1,5.04,4,3,1,4,12,mother,yes,no,Master
Moderate,7.6,67.8,Female,76.87,67.28,68.7,nan,None,2,4.61,3,6,2,2,0,father,yes,no,High school
Mild,11.2,89.4,Female,60.61,76.61,41.2,Yes,Minimal Support,0,4.37,4,4,2,3,14,mother,yes,no,Diploma level
Normal,2.8,90.2,Male,51.34,60.16,96.5,No,Minimal Support,0,4.43,5,3,0,1,13,mother,no,no,None
Severe,3,57.2,Female,72.76,58.02,71.3,No,None,1,2.92,4,4,2,2,3,father,yes,no,None
Mild,6.4,62.5,Female,67.13,58.24,71.9,No,None,0,4.08,4,0,0,1,12,mother,yes,no,Degree
Mild,8.9,60.5,Female,30.91,33.8,49,No,None,2,2.96,2,5,1,1,4,other,yes,no,Master
Moderate,11.6,78.7,Male,76.69,64.2,,Yes,Minimal Support,0,3.91,3,4,2,1,6,father,yes,yes,NVQ qualified
Normal,17.4,93.1,Female,68.08,53.37,72.7,No,Minimal Support,1,4.74,1,2,2,2,1,mother,no,no,Master
Mild,14.3,78.9,Female,73.62,60.93,59.7,Yes,Minimal Support,0,3.23,2,4,1,1,1,father,yes,no,NVQ qualified
Moderate,9.2,31.2,Male,42.32,52.19,69,Yes,None,1,2.72,5,3,1,1,5,mother,yes,no,NVQ qualified
Normal,9.9,,Female,35.16,49.76,53.3,Yes,Strong Support,1,3.39,3,2,2,3,2,father,yes,no,Master
Normal,5,48,Female,76.18,60.29,44.9,Yes,None,0,3.8,2,4,1,1,1,mother,yes,no,High school
Mild,9.9,60.7,Male,63.33,77.14,81.7,Yes,None,0,3.97,2,2,2,2,0,mother,yes,yes,Degree
Moderate,8.6,79,Female,89.34,84.42,51.6,No,Minimal Support,-1,3.43,3,5,1,3,13,mother,yes,no,Master
Mild,11.6,73.3,Male,68.62,68.54,78.6,Yes,Minimal Support,1,3.72,3,4,2,2,10,mother,yes,yes,Master
Mild,5.9,92.5,Male,49.38,54.86,52.4,No,Minimal Support,0,4.24,4,2,1,2,18,mother,no,no,High school
Normal,12.6,62.8,Female,55.72,48.03,,No,None,1,4.11,5,5,3,4,3,mother,yes,no,None
Normal,17.7,55.7,Male,47.86,40.39,59.2,Yes,None,0,2.88,3,3,1,2,20,mother,yes,no,Master
Moderate,9.5,68.8,Male,86.57,82.44,61.8,No,None,0,4.31,4,4,2,2,0,father,yes,no,None
Normal,12,94.5,Female,74.23,62.05,76.4,Yes,Minimal Support,1,5.37,2,1,-1,2,14,mother,yes,no,None
Mild,13.5,87.6,Female,68.9,38.65,89.5,Yes,Minimal Support,0,3.98,3,3,2,3,5,mother,yes,no,None
Severe,,76.7,Female,66.36,63.81,62.1,No,Strong Support,0,5.21,3,4,1,4,14,mother,no,no,None
Moderate,-1,101.5,Male,34.27,43.89,66.8,No,Minimal Support,1,4.36,2,4,1,3,8,mother,yes,yes,Diploma level
Moderate,10.1,97.9,Female,41.22,76.29,61,Yes,Minimal Support,2,4,5,5,3,1,5,mother,yes,no,NVQ qualified
Mild,10.5,90.8,Female,74.3,66.82,66.3,Yes,Minimal Support,0,3.72,3,5,2,4,2,mother,yes,no,Master
Normal,,51.4,Male,30.06,33.77,54.2,No,Strong Support,0,3.36,4,5,2,0,5,mother,yes,yes,None
Severe,10.1,90.7,Female,54.36,59.66,49.5,No,Minimal Support,0,3.84,1,3,1,2,13,father,yes,no,None
Moderate,12.5,71,Female,56.03,53.96,69.9,nan,Minimal Support,0,5.06,3,3,2,2,2,father,yes,yes,Diploma level
Moderate,17.3,,Female,65.38,58.16,68.3,Yes,Strong Support,0,4.28,5,1,0,4,3,mother,yes,no,Degree
Normal,14.8,,Female,57.91,39.4,82,No,Strong Support,-1,4.93,4,2,2,4,1,mother,yes,yes,Master
Normal,20.8,71.6,Female,59.68,52.76,65.7,No,Minimal Support,1,4.85,2,3,1,3,3,father,yes,no,Diploma level
Normal,6.2,62.5,Female,69.76,63.49,64.3,No,None,0,3.93,3,4,1,2,13,mother,yes,no,Master
Severe,14.4,78.4,Male,60.23,55.69,72.8,No,Minimal Support,0,2.63,4,4,1,3,6,father,yes,no,Degree
Normal,10.9,71.5,Male,68.09,53.21,200,Yes,Minimal Support,0,3.82,3,5,2,1,1,father,yes,no,NVQ qualified
Mild,20.9,79.4,Female,63.04,56.97,62.6,No,Minimal Support,-1,2.93,3,4,0,4,1,mother,no,yes,Master
Normal,6,86.1,Female,69.17,69.03,26.4,Yes,Minimal Support,0,4.11,3,4,3,1,10,mother,yes,no,High school
Normal,5.8,69.1,Female,72.22,74.02,49.2,No,None,1,4.83,4,3,1,3,6,mother,yes,no,Master
Moderate,7,60.3,Female,35.51,51.44,81.1,Yes,None,1,3.52,2,2,2,2,11,mother,yes,no,Master
Mild,-0.6,34.9,Male,47.22,38.71,,Yes,None,0,3.23,2,3,0,4,6,father,yes,no,None
Severe,7.4,90.4,Male,62.18,66.93,85,No,Minimal Support,1,2.29,3,1,3,2,4,mother,yes,no,Degree
Severe,6.2,76.6,Male,61.36,66.27,58.4,Yes,None,0,2.82,3,5,2,5,9,mother,no,no,Diploma level
Normal,10.8,71.5,Female,45.71,50.45,60.1,No,Minimal Support,0,4.9,4,1,1,3,17,father,yes,no,None
Severe,11.7,98.4,Female,65.46,49.78,76.1,No,Minimal Support,2,3.2,2,4,1,3,8,mother,yes,no,Diploma level
Moderate,19.4,49.2,Male,50.67,63.48,74,Yes,None,0,4.74,4,2,1,4,10,father,yes,yes,NVQ qualified
Moderate,,76.1,Female,61.25,51.68,,Yes,Strong Support,0,3.81,4,2,3,3,9,father,yes,no,None
Mild,7.1,55.7,Male,55.64,40.77,65.6,Yes,None,0,3.55,3,1,1,2,6,mother,yes,no,Degree
Severe,5.5,88.1,Male,34.62,30.89,64.2,No,Minimal Support,0,3.52,4,2,2,0,2,mother,no,yes,Degree
Mild,12.5,30.5,Male,54.47,43.71,47.7,Yes,None,0,3.43,2,6,1,2,12,mother,no,yes,Master
Mild,3.4,91.1,Female,58.61,51.85,56,No,Minimal Support,0,5.02,1,3,1,3,2,father,yes,no,Diploma level
Severe,19.2,90.3,Female,54.23,51.49,69,Yes,Minimal Support,1,3.46,1,4,2,-1,10,other,yes,no,NVQ qualified
Normal,15.9,56.5,Female,59.46,70.65,61.7,No,None,1,4.01,2,4,0,2,8,mother,yes,no,Diploma level
Mild,7.7,76.3,Female,79.69,60.11,79,No,Minimal Support,2,3.3,4,5,1,3,4,mother,yes,yes,NVQ qualified
Normal,,57,Female,76.6,50.32,91.4,Yes,Strong Support,0,3.76,1,2,2,3,1,mother,yes,no,NVQ qualified
Moderate,16.8,83.6,Female,59.26,63.01,79.2,Yes,Minimal Support,0,3.45,3,1,1,2,16,mother,yes,no,NVQ qualified
Mild,9.4,91.4,Male,42.17,41.2,71.7,Yes,Minimal Support,0,4.85,3,2,1,1,10,father,yes,no,None
Severe,16.2,54.9,Female,59.01,50.35,62.8,Yes,None,-1,4.14,2,5,3,2,5,mother,no,no,Master
Normal,2,49.1,Male,36.86,36.67,76.9,No,None,1,4.39,3,5,2,5,1,father,yes,no,High school
Moderate,7,96.9,Female,35.03,36.67,55.7,Yes,Minimal Support,1,3.33,2,2,2,3,5,other,yes,no,Master
Moderate,,113.8,Female,55.38,54.83,56.8,Yes,Strong Support,0,3.75,2,4,2,2,2,father,no,no,Degree
Normal,10.2,84.9,Female,52.77,61.82,46.5,No,Minimal Support,1,4.36,3,3,2,4,12,mother,yes,no,Degree
Moderate,7.7,86.4,Male,63.29,67.46,41.7,Yes,Minimal Support,0,2.98,4,5,2,4,0,mother,yes,yes,Diploma level
Severe,13.1,,Male,85.73,79.2,84.2,No,Strong Support,-1,5.35,3,1,1,3,18,mother,yes,no,NVQ qualified
Mild,4.7,78.6,Female,66.55,66.5,69,Yes,None,0,4.64,2,6,1,2,1,other,yes,yes,High school
Severe,9.3,82,Female,66.19,69.92,73,No,Minimal Support,0,3.67,3,2,2,6,2,mother,yes,no,Degree
Mild,10.6,71.3,Female,39.31,30.18,63.1,Yes,None,1,3.14,2,4,0,1,3,father,yes,no,None
Moderate,12.6,,Female,33.59,59.13,93.3,No,Strong Support,0,4.96,3,1,3,4,3,father,yes,no,Master
Normal,13.6,78.5,Male,65.5,60.02,91.4,No,Minimal Support,1,4.2,3,3,2,3,9,mother,yes,no,High school
Severe,4.4,81.1,Male,54.2,52.42,64.7,Yes,Minimal Support,0,5.14,2,7,2,3,7,mother,yes,no,None
Moderate,2.3,71.8,Female,52.75,68.53,64.6,No,None,0,3.77,4,5,1,2,1,mother,yes,no,Degree
Mild,,73.8,Male,42.37,58.46,61.7,Yes,Strong Support,1,4.91,1,4,0,1,3,mother,yes,no,Diploma level
Mild,11.7,,Male,63.2,78.5,48.3,Yes,Strong Support,0,2.94,4,3,2,1,9,mother,no,no,High school
Mild,6.3,77.9,Male,51.89,68.02,58.9,No,None,0,3.7,2,3,2,2,0,mother,yes,no,Degree
Severe,17.8,78.4,Female,74.28,84.17,60.3,Yes,Minimal Support,0,3.67,5,1,0,4,6,mother,no,no,NVQ qualified
Normal,10.6,78.6,Female,77.04,84.09,31.7,Yes,Minimal Support,0,3.28,3,5,0,2,12,father,yes,no,None
Normal,15.9,67.7,Male,76.13,84.69,30.8,Yes,Minimal Support,1,5.95,4,3,-2,1,5,mother,no,no,Degree
Normal,10.3,46.8,Female,71.31,61.33,64,No,None,0,4.14,5,1,2,5,11,father,yes,no,NVQ qualified
Severe,20.3,106.5,Female,57.75,61.06,77.5,No,Moderate Support,1,3.73,5,3,1,5,5,father,yes,no,None
Normal,18.8,,Male,83.85,62.68,53.4,No,Strong Support,0,3.69,2,3,1,1,12,mother,yes,no,Diploma level
Moderate,8.8,100,Female,78.69,77.22,91.2,Yes,Minimal Support,-1,3.23,2,4,2,4,7,father,yes,no,Master
Severe,14.9,53.5,Female,72.8,64.2,60.8,No,None,1,2.68,3,2,1,3,0,mother,yes,no,NVQ qualified
Moderate,13.2,103.9,Male,62.31,51.69,52.3,Yes,Minimal Support,1,3.06,4,3,-1,2,4,mother,yes,no,Degree
Mild,16.8,114.3,Female,46.39,55.39,43.6,Yes,Moderate Support,0,3.9,3,6,3,3,6,mother,yes,yes,Degree
Mild,5.2,95.9,Male,46.29,48.15,66.5,No,Minimal Support,1,2.87,2,2,2,2,1,father,yes,no,High school
Mild,,108,Female,67.12,74.48,34.8,Yes,Strong Support,1,3.69,2,2,2,1,12,mother,yes,yes,None
Normal,,91,Male,74.52,57.73,53.8,No,Strong Support,0,2.86,2,4,2,2,2,other,no,no,High school
Severe,1.2,58.1,Male,55.43,66.92,65.7,No,None,0,4.52,3,3,2,1,3,mother,yes,no,High school
Moderate,4.1,,Female,76.22,70.54,44,No,Strong Support,0,4.2,4,3,0,2,1,mother,yes,yes,Degree
Mild,-0.2,,Male,48.37,46.1,57.2,No,Strong Support,0,1.55,3,1,1,2,2,other,yes,no,NVQ qualified
Severe,8.7,63.1,Male,76.94,61.81,65.4,Yes,None,1,4.42,3,1,1,4,3,father,yes,no,None
Moderate,13.6,81.3,Male,35.93,37.34,46.7,No,Minimal Support,1,4.43,3,2,2,3,6,mother,yes,no,None
Severe,17.5,78.6,Male,67.89,68.76,74.8,Yes,Minimal Support,0,3.56,4,4,1,0,5,mother,yes,no,None
Normal,,84.3,Female,95.12,75.24,79.1,Yes,Strong Support,1,3.29,3,2,2,2,4,other,yes,yes,Diploma level
Normal,18.1,39.2,Female,58.31,61.92,,nan,None,0,4.24,3,-1,2,4,7,mother,yes,no,NVQ qualified
Severe,3.1,,Male,85.29,55.24,62,Yes,Strong Support,0,5.08,4,3,2,3,3,mother,yes,yes,High school
Severe,1.5,86,Female,53.92,53.09,63.1,Yes,Minimal Support,0,4.47,2,2,3,2,2,mother,yes,no,NVQ qualified
Mild,9.7,90,Male,70.63,68.99,70.2,Yes,Minimal Support,-1,3.34,5,4,1,3,0,mother,yes,yes,NVQ qualified
Normal,11.9,91.3,Female,73.73,64.79,60.5,Yes,Minimal Support,1,2.68,5,4,0,3,9,mother,yes,yes,Degree
Mild,9.8,80,Male,64.06,69.44,54.2,Yes,Minimal Support,-1,3.39,6,3,0,3,6,mother,yes,no,High school
Severe,-0.3,67.4,Male,78.63,71.26,49.1,No,None,1,4.39,4,3,1,3,7,mother,yes,no,NVQ qualified
Moderate,9.6,85,Male,43.79,55.1,,No,Minimal Support,0,5.76,2,4,1,1,18,other,yes,no,None
Moderate,3.5,69,Male,73.66,72.37,56.3,Yes,None,0,5.5,0,3,1,1,4,mother,yes,yes,Master
Severe,13.3,93,Male,69.13,76.53,,No,Minimal Support,1,5.8,3,3,2,2,5,mother,yes,yes,Master
Severe,11.8,83.5,Male,43.31,51.41,80.7,Yes,Minimal Support,1,4.86,4,4,1,5,8,mother,yes,no,NVQ qualified
